Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
IL1F10	1.02421233645881	2.14839473623772	2.49732403026402	0.0184428537302575	0.0915640359293533	-3.71984015108767
GP2	1.02425110605887	2.92272458402183	2.19417079308752	0.0363898301705083	0.145584079879291	-4.32397643982333
LINC01419	1.02449366911351	-0.06059596894892	1.32786313608554	0.194587224129444	0.428288556197317	-5.71274023998714
LINC01101	1.02612341372124	2.22127032055333	2.20124421327184	0.0358348119973115	0.144101794998745	-4.31049403866857
EXTL3	1.02617324758943	3.46333877314729	3.92320200987404	0.000493030978348123	0.0070024689678429	-0.344505183322649
LPPR4	1.02691116851385	2.63792840619971	2.55030852912386	0.0163092944228839	0.0835900206638113	-3.60902606214067
VSTM1	1.02723179198663	0.636729165311754	2.31420422955107	0.0279447231116194	0.121467360485176	-4.09109532428552
DARS2	1.02809131895408	5.55491002253559	4.7089989515296	5.69970805167343e-05	0.00143683958601671	1.72265757734457
RIIAD1	1.02859994380773	3.72269558578886	3.10415201261936	0.00423526195041444	0.0320471860079988	-2.37157022624553
PAQR9	1.02893900096108	5.83951542739111	2.25621180343285	0.0317743679260006	0.132741231548763	-4.20468442848807
ST8SIA6-AS1	1.0292621984617	3.40263424712696	2.2736650826444	0.0305747179446686	0.129151825800755	-4.17070785544921
LMNB1	1.02964265333489	5.64066976607411	4.40938610797361	0.000130536951487506	0.00264446950817065	0.926173407416586
SNRPD1	1.03008378373065	7.12256822178384	5.34473699685976	9.75034689238276e-06	0.000389351712918238	3.42627178815473
TDRKH	1.03038882697423	4.21637486839774	4.71180507553338	5.65552790504202e-05	0.00143030125082353	1.73014841875077
RP11-676J12.4	1.03063189863536	1.4428687977285	1.65378009533766	0.108964819690134	0.30159500837651	-5.25570918195847
STK39	1.03093988649253	5.22967762392495	3.10981815445353	0.00417503942594308	0.0317071124630873	-2.35824961180662
SNORA37	1.0311102590331	2.2333946736017	1.88902751863002	0.0689318825195995	0.22470933844227	-4.87497943274645
CAPG	1.03123559376437	4.9952754340656	2.38382422756373	0.0239028121012519	0.109100357194148	-3.95215309779373
TFAP4	1.03206806525839	3.44190668000066	2.08485177705896	0.0460016071985946	0.171114629339071	-4.52837190650569
CCSER1	1.03227229423052	1.16766123871597	2.03587649915617	0.05099464703186	0.183113602777	-4.61746093829789
TUBG1	1.032277637088	6.65531017095901	4.25232428774249	0.000201066067094448	0.00365179451587753	0.512091661121358
IDI1	1.03358910172821	8.72310727639069	3.77253539460104	0.00073972707274236	0.00939045577860036	-0.730240099121911
FAM81A	1.03441418387734	1.97557698999458	3.9829215042497	0.000419398794036929	0.00620784118045851	-0.190393520804339
LOC101926967	1.03462767020821	3.72905221651761	2.47128853425219	0.0195828620400579	0.0950844168418998	-3.77374871510593
AL832615 /// AX747639	1.03572622538943	0.774587746396306	2.14516608488731	0.0404511655008752	0.156805650754895	-4.41653209944644
RP11-21G15.1	1.03614982776443	1.43320102159901	1.83096560075344	0.0774052561856811	0.241860134482921	-4.97268406392304
SERF1A /// SERF1B	1.03655903807789	5.82667927380463	4.08239786312467	0.000320005466945472	0.00510273124241186	0.0676939437709771
MIR3610 /// RAD21-AS1	1.03727412634502	1.66152550722847	2.1067687757443	0.0439110055083134	0.165749775245632	-4.48800002779041
LINC00507	1.0373815014879	-0.473018238731795	1.95191537208582	0.0606706069472645	0.206386952012034	-4.76649422770274
RAP2A	1.03764553955277	6.63665081057827	4.11304910469605	0.000294344006984271	0.00479901934850981	0.147541510034666
LEP	1.03773027497234	0.877703034261291	1.98387971394526	0.0568124886594214	0.197423193777939	-4.71031494588797
RP11-792A8.4	1.03857148261311	3.28958302942547	2.38834391589992	0.0236598107809457	0.108243289159277	-3.94303786709572
TMEM97	1.03895209485989	8.88911957830669	4.46073590666496	0.000113296439742169	0.0023877529235984	1.06213572179758
LOC100271840	1.04013752413079	1.21827174531678	1.48184995858894	0.14917226866131	0.365452603117554	-5.50746305335532
SH3PXD2A-AS1	1.04035420220261	1.99319676631479	2.13260077291011	0.0415556557991725	0.159782413666264	-4.44002241030574
SNHG6 /// SNORD87	1.04042499636412	9.75623050937923	5.38982643163705	8.60374958493575e-06	0.000358159628739272	3.54719761846385
DHDH	1.04065107789993	1.65401297907305	3.07779517306312	0.00452645020925939	0.0335483294933188	-2.43337610665033
HOTAIR	1.04111917989476	0.66687950860076	1.46371940797786	0.154033208940199	0.372262749103316	-5.5326434797621
SLC26A3	1.04120201105705	2.90601181822567	1.99457520938753	0.0555703647476771	0.194554179646527	-4.69136282532264
BOLA3	1.04139079235917	8.25617231955768	5.4948856166467	6.42982849615797e-06	0.000288606042422968	3.82879213194632
CNOT11	1.04171034300756	7.42747109176558	5.37022842742554	9.08448119377082e-06	0.000370610862329466	3.49464176014154
MMP9	1.04195521357131	5.93268831440412	3.18998576629565	0.00340588221883876	0.0276419426456479	-2.16853612048513
CIB2	1.04213516743712	3.77474271498191	3.09933407183167	0.00428712032090321	0.0322872462208272	-2.38288745447705
AK6 /// TAF9	1.04230744703653	7.95054326175317	6.20649376589873	9.07704704761051e-07	7.38727150725948e-05	5.72303217602873
MSTO1 /// MSTO2P	1.04342182631128	5.21272933039261	4.2045197030964	0.000229218099607924	0.00402629552111902	0.386659344183948
LSM4	1.04342931034995	7.29679216661648	4.77528337802747	4.74235798029366e-05	0.00125565415613371	1.89971958702895
RP11-366L5.1	1.04361015139055	0.221700851233053	1.77489717699633	0.0864199094540265	0.260526518320943	-5.06474509795122
LOC101930067	1.04411271139489	2.99595484117304	2.03431744739692	0.0511611552073261	0.183487400194619	-4.62027115240333
SMOX	1.04463690303387	3.54780049805986	3.74027491167379	0.000806473056584673	0.0100202040627953	-0.812213561146293
E2F7	1.0450798508736	4.06412063579214	5.80631811933037	2.71923387058128e-06	0.000156372568792352	4.66129235130428
LAMC1	1.0450825483367	7.54240005888297	6.84335716237522	1.62818784896968e-07	2.34996494165597e-05	7.38484691169741
BACH1 /// GRIK1-AS2 /// LINC00189	1.04510116437334	1.33927949991119	1.93970339731886	0.0622038412787371	0.209673428040931	-4.78777391097566
PRNT	1.04545986217494	2.04763611631349	2.01424241221884	0.0533483487378398	0.189054265830043	-4.65631307902286
TPM3P4 /// TPM3P4	1.04659479884309	1.75886143078759	2.55070260354737	0.0162943170632523	0.0835496702262251	-3.60819640054354
ZNF320	1.0466503348729	4.98829207486624	3.32014828243989	0.0024379226687876	0.0220623090303518	-1.85579447657487
LOC100996404	1.04693331646939	1.06342722301733	1.94622990643159	0.0613802806086719	0.207841088384101	-4.77641399235951
PHF19	1.04749787943274	4.40733128789075	5.01991903375545	2.40375432862586e-05	0.000762973033863431	2.55483120367954
SPANXA1 /// SPANXA2 /// SPANXB1 /// SPANXC	1.04783616508745	1.43919193403723	1.94901792231384	0.0610313749033873	0.207196584544987	-4.77155233774542
CD3EAP	1.04783834425416	5.15708557389996	4.46709973135556	0.000111323515228934	0.00235249692559256	1.07900356252197
MAP1LC3B2	1.04818567310891	1.01236233023145	2.79871831304593	0.00902910064285085	0.0548349629565149	-3.07084285952187
SOX12	1.04863076192974	4.39898713176676	4.30208246610049	0.000175389293288738	0.00331337845634627	0.642962129546437
GPR1-AS	1.04881693088581	0.880769815088758	2.33278992027303	0.0268089837675956	0.117893244785549	-4.05427531869303
TRIM24	1.04925152253526	7.00906954234125	4.55231901390155	8.79659918446606e-05	0.00197419859559773	1.30523661577376
CSN3	1.04953958090549	1.36987357521525	2.63670396238717	0.0133138430561993	0.0722523277992171	-3.42524685475973
